YEAR,DATES,POLLSTER,GRADE,SAMPLE,Unnamed: 5,WEIGHT,APPROVE,DISAPPROVE,ADJUSTED_APPROVE,ADJUSTED_DISAPPROVE,datestring,bothdates,start,end
2021,OCT. 3-5,YouGov,B+,1500,A,0.71,42%,48%,43%,49%,OCT. 3-5 2021,"(datetime.date(2021, 10, 3), datetime.date(2021, 10, 5))",2021-10-03,2021-10-05
2021,SEP. 29-OCT. 5,Morning Consult,B,45000,A,0.95,46%,47%,45%,50%,SEP. 29-OCT. 5 2021,"(datetime.date(2021, 9, 29), datetime.date(2021, 10, 5))",2021-09-29,2021-10-05
2021,OCT. 2-4,Morning Consult,B,1998,RV,0.04,45%,52%,44%,55%,OCT. 2-4 2021,"(datetime.date(2021, 10, 2), datetime.date(2021, 10, 4))",2021-10-02,2021-10-04
2021,OCT. 1-4,Quinnipiac University,A-,1326,A,1.69,38%,53%,41%,53%,OCT. 1-4 2021,"(datetime.date(2021, 10, 1), datetime.date(2021, 10, 4))",2021-10-01,2021-10-04
2021,OCT. 1-4,Morning Consult,B,3300,A,0.07,46%,49%,45%,52%,OCT. 1-4 2021,"(datetime.date(2021, 10, 1), datetime.date(2021, 10, 4))",2021-10-01,2021-10-04
2021,OCT. 1-4,YouGov,B+,1640,A,0.78,42%,50%,43%,51%,OCT. 1-4 2021,"(datetime.date(2021, 10, 1), datetime.date(2021, 10, 4))",2021-10-01,2021-10-04
2021,SEP. 29-OCT. 3,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,43%,56%,45%,50%,SEP. 29-OCT. 3 2021,"(datetime.date(2021, 9, 29), datetime.date(2021, 10, 3))",2021-09-29,2021-10-03
2021,SEP. 29-OCT. 2,TIPP Insights,A+,1308,A,2.41,44%,40%,45%,45%,SEP. 29-OCT. 2 2021,"(datetime.date(2021, 9, 29), datetime.date(2021, 10, 2))",2021-09-29,2021-10-02
2021,SEP. 30-OCT. 1,Public Policy Polling,A-,758,RV,1.33,46%,47%,47%,47%,SEP. 30-OCT. 1 2021,"(datetime.date(2021, 9, 30), datetime.date(2021, 10, 1))",2021-09-30,2021-10-01
2021,SEP. 29-30,Morning Consult,B,2200,A,0.05,46%,48%,45%,51%,SEP. 29-30 2021,"(datetime.date(2021, 9, 29), datetime.date(2021, 9, 30))",2021-09-29,2021-09-30
2021,SEP. 29-30,Ipsos,B-,1005,A,0.68,46%,50%,44%,51%,SEP. 29-30 2021,"(datetime.date(2021, 9, 29), datetime.date(2021, 9, 30))",2021-09-29,2021-09-30
2021,SEP. 27-29,Morning Consult,B,2200,A,0.05,49%,46%,48%,49%,SEP. 27-29 2021,"(datetime.date(2021, 9, 27), datetime.date(2021, 9, 29))",2021-09-27,2021-09-29
2021,SEP. 16-29,Public Religion Research Institute,A/B,2508,A,2.42,52%,48%,50%,48%,SEP. 16-29 2021,"(datetime.date(2021, 9, 16), datetime.date(2021, 9, 29))",2021-09-16,2021-09-29
2021,SEP. 27-28,HarrisX,B+,935,RV,0.92,48%,43%,44%,44%,SEP. 27-28 2021,"(datetime.date(2021, 9, 27), datetime.date(2021, 9, 28))",2021-09-27,2021-09-28
2021,SEP. 26-28,YouGov,B+,1500,A,0.8,40%,49%,41%,50%,SEP. 26-28 2021,"(datetime.date(2021, 9, 26), datetime.date(2021, 9, 28))",2021-09-26,2021-09-28
2021,SEP. 26-28,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,42%,56%,44%,50%,SEP. 26-28 2021,"(datetime.date(2021, 9, 26), datetime.date(2021, 9, 28))",2021-09-26,2021-09-28
2021,SEP. 22-28,Morning Consult,B,45000,A,0.9,45%,47%,44%,50%,SEP. 22-28 2021,"(datetime.date(2021, 9, 22), datetime.date(2021, 9, 28))",2021-09-22,2021-09-28
2021,SEP. 24-27,Morning Consult,B,2200,A,0.05,48%,46%,47%,49%,SEP. 24-27 2021,"(datetime.date(2021, 9, 24), datetime.date(2021, 9, 27))",2021-09-24,2021-09-27
2021,SEP. 23-27,AP-NORC,,1099,A,1.47,50%,49%,47%,49%,SEP. 23-27 2021,"(datetime.date(2021, 9, 23), datetime.date(2021, 9, 27))",2021-09-23,2021-09-27
2021,SEP. 23-27,Navigator Research,B/C,1000,RV,0.83,46%,51%,45%,50%,SEP. 23-27 2021,"(datetime.date(2021, 9, 23), datetime.date(2021, 9, 27))",2021-09-23,2021-09-27
2021,SEP. 24-26,Léger,B/C,1001,A,0.86,46%,52%,46%,52%,SEP. 24-26 2021,"(datetime.date(2021, 9, 24), datetime.date(2021, 9, 26))",2021-09-24,2021-09-26
2021,SEP. 20-26,Marist College,A,1220,A,2.04,45%,46%,46%,46%,SEP. 20-26 2021,"(datetime.date(2021, 9, 20), datetime.date(2021, 9, 26))",2021-09-20,2021-09-26
2021,SEP. 24-25,HarrisX,B+,935,RV,0.89,47%,42%,43%,43%,SEP. 24-25 2021,"(datetime.date(2021, 9, 24), datetime.date(2021, 9, 25))",2021-09-24,2021-09-25
2021,SEP. 24-25,RMG Research,B-,1200,RV,0.61,45%,48%,44%,49%,SEP. 24-25 2021,"(datetime.date(2021, 9, 24), datetime.date(2021, 9, 25))",2021-09-24,2021-09-25
2021,SEP. 23-25,Morning Consult,B,2200,A,0.05,47%,49%,46%,52%,SEP. 23-25 2021,"(datetime.date(2021, 9, 23), datetime.date(2021, 9, 25))",2021-09-23,2021-09-25
2021,SEP. 22-23,Ipsos,B-,1005,A,0.68,44%,51%,43%,52%,SEP. 22-23 2021,"(datetime.date(2021, 9, 22), datetime.date(2021, 9, 23))",2021-09-22,2021-09-23
2021,SEP. 21-23,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.62,42%,56%,44%,50%,SEP. 21-23 2021,"(datetime.date(2021, 9, 21), datetime.date(2021, 9, 23))",2021-09-21,2021-09-23
2021,SEP. 17-23,Echelon Insights,B/C,1005,RV,1.06,50%,48%,49%,48%,SEP. 17-23 2021,"(datetime.date(2021, 9, 17), datetime.date(2021, 9, 23))",2021-09-17,2021-09-23
,09/22/2022,RMG Research,B-,1200,RV,0.59,47%,47%,46%,48%,,"('', '')",,
2021,SEP. 18-21,YouGov,B+,1500,A,0.72,43%,46%,44%,47%,SEP. 18-21 2021,"(datetime.date(2021, 9, 18), datetime.date(2021, 9, 21))",2021-09-18,2021-09-21
2021,SEP. 17-21,Morning Consult,B,2200,A,0.04,49%,46%,48%,49%,SEP. 17-21 2021,"(datetime.date(2021, 9, 17), datetime.date(2021, 9, 21))",2021-09-17,2021-09-21
2021,SEP. 15-21,Morning Consult,B,45000,A,0.83,47%,46%,46%,49%,SEP. 15-21 2021,"(datetime.date(2021, 9, 15), datetime.date(2021, 9, 21))",2021-09-15,2021-09-21
2021,SEP. 19-20,Redfield & Wilton Strategies,B/C,1500,RV,0.96,45%,34%,47%,39%,SEP. 19-20 2021,"(datetime.date(2021, 9, 19), datetime.date(2021, 9, 20))",2021-09-19,2021-09-20
2021,SEP. 18-20,Morning Consult,B,1998,RV,0.04,47%,50%,46%,53%,SEP. 18-20 2021,"(datetime.date(2021, 9, 18), datetime.date(2021, 9, 20))",2021-09-18,2021-09-20
2021,SEP. 17-20,American Research Group,C+,1100,A,1.1,50%,46%,48%,48%,SEP. 17-20 2021,"(datetime.date(2021, 9, 17), datetime.date(2021, 9, 20))",2021-09-17,2021-09-20
2021,SEP. 17-20,Morning Consult,B,2200,A,0.04,49%,44%,48%,47%,SEP. 17-20 2021,"(datetime.date(2021, 9, 17), datetime.date(2021, 9, 20))",2021-09-17,2021-09-20
2021,SEP. 16-20,Morning Consult,B,4400,A,0.08,46%,48%,45%,51%,SEP. 16-20 2021,"(datetime.date(2021, 9, 16), datetime.date(2021, 9, 20))",2021-09-16,2021-09-20
2021,SEP. 16-20,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,44%,56%,46%,50%,SEP. 16-20 2021,"(datetime.date(2021, 9, 16), datetime.date(2021, 9, 20))",2021-09-16,2021-09-20
2021,SEP. 14-20,YouGov,B+,3201,A,1.44,45%,50%,46%,51%,SEP. 14-20 2021,"(datetime.date(2021, 9, 14), datetime.date(2021, 9, 20))",2021-09-14,2021-09-20
2021,SEP. 16-19,The Bullfinch Group,,1200,A,1.07,48%,46%,47%,47%,SEP. 16-19 2021,"(datetime.date(2021, 9, 16), datetime.date(2021, 9, 19))",2021-09-16,2021-09-19
2021,SEP. 13-19,Pew Research Center,B/C,10371,A,3.16,44%,53%,44%,52%,SEP. 13-19 2021,"(datetime.date(2021, 9, 13), datetime.date(2021, 9, 19))",2021-09-13,2021-09-19
2021,SEP. 16-18,RMG Research,B-,1200,RV,0.6,48%,48%,47%,49%,SEP. 16-18 2021,"(datetime.date(2021, 9, 16), datetime.date(2021, 9, 18))",2021-09-16,2021-09-18
2021,SEP. 14-18,Morning Consult,B,2200,A,0.04,49%,46%,48%,49%,SEP. 14-18 2021,"(datetime.date(2021, 9, 14), datetime.date(2021, 9, 18))",2021-09-14,2021-09-18
2021,SEP. 1-17,Gallup,B+,1005,A,1.53,43%,53%,43%,52%,SEP. 1-17 2021,"(datetime.date(2021, 9, 1), datetime.date(2021, 9, 17))",2021-09-01,2021-09-17
2021,SEP. 15-16,Harris Poll,B+,1578,RV,1.88,48%,50%,47%,51%,SEP. 15-16 2021,"(datetime.date(2021, 9, 15), datetime.date(2021, 9, 16))",2021-09-15,2021-09-16
2021,SEP. 15-16,Ipsos,B-,1005,A,0.68,44%,50%,43%,52%,SEP. 15-16 2021,"(datetime.date(2021, 9, 15), datetime.date(2021, 9, 16))",2021-09-15,2021-09-16
2021,SEP. 13-16,Morning Consult,B,2200,A,0.04,51%,44%,50%,47%,SEP. 13-16 2021,"(datetime.date(2021, 9, 13), datetime.date(2021, 9, 16))",2021-09-13,2021-09-16
2021,SEP. 7-16,Marquette University Law School,A/B,1411,A,2.52,48%,52%,46%,52%,SEP. 7-16 2021,"(datetime.date(2021, 9, 7), datetime.date(2021, 9, 16))",2021-09-07,2021-09-16
2021,SEP. 13-15,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.78,44%,55%,46%,49%,SEP. 13-15 2021,"(datetime.date(2021, 9, 13), datetime.date(2021, 9, 15))",2021-09-13,2021-09-15
2021,SEP. 12-15,Beacon Research/Shaw & Company Research,A,1002,RV,1.79,50%,49%,48%,48%,SEP. 12-15 2021,"(datetime.date(2021, 9, 12), datetime.date(2021, 9, 15))",2021-09-12,2021-09-15
2021,SEP. 12-14,YouGov,B+,1500,A,0.68,44%,48%,45%,49%,SEP. 12-14 2021,"(datetime.date(2021, 9, 12), datetime.date(2021, 9, 14))",2021-09-12,2021-09-14
2021,SEP. 9-14,McLaughlin & Associates,C/D,1000,LV,0.77,47%,52%,46%,51%,SEP. 9-14 2021,"(datetime.date(2021, 9, 9), datetime.date(2021, 9, 14))",2021-09-09,2021-09-14
2021,SEP. 8-14,Morning Consult,B,45000,A,1.04,47%,46%,46%,49%,SEP. 8-14 2021,"(datetime.date(2021, 9, 8), datetime.date(2021, 9, 14))",2021-09-08,2021-09-14
2021,SEP. 11-13,Morning Consult,B,2200,A,0.04,49%,45%,48%,48%,SEP. 11-13 2021,"(datetime.date(2021, 9, 11), datetime.date(2021, 9, 13))",2021-09-11,2021-09-13
2021,SEP. 10-13,Quinnipiac University,A-,1210,A,1.74,42%,50%,45%,50%,SEP. 10-13 2021,"(datetime.date(2021, 9, 10), datetime.date(2021, 9, 13))",2021-09-10,2021-09-13
2021,SEP. 10-13,Morning Consult,B,4400,A,0.08,48%,46%,47%,49%,SEP. 10-13 2021,"(datetime.date(2021, 9, 10), datetime.date(2021, 9, 13))",2021-09-10,2021-09-13
2021,SEP. 10-13,Léger,B/C,1002,A,0.87,48%,50%,48%,50%,SEP. 10-13 2021,"(datetime.date(2021, 9, 10), datetime.date(2021, 9, 13))",2021-09-10,2021-09-13
2021,SEP. 10-13,Morning Consult,B,1997,RV,0.03,47%,50%,46%,53%,SEP. 10-13 2021,"(datetime.date(2021, 9, 10), datetime.date(2021, 9, 13))",2021-09-10,2021-09-13
2021,SEP. 9-13,Navigator Research,B/C,995,RV,0.82,49%,49%,48%,48%,SEP. 9-13 2021,"(datetime.date(2021, 9, 9), datetime.date(2021, 9, 13))",2021-09-09,2021-09-13
2021,SEP. 9-13,Monmouth University,A,802,A,1.52,46%,46%,47%,46%,SEP. 9-13 2021,"(datetime.date(2021, 9, 9), datetime.date(2021, 9, 13))",2021-09-09,2021-09-13
2021,SEP. 10-12,Morning Consult,B,2200,A,0.04,48%,47%,47%,50%,SEP. 10-12 2021,"(datetime.date(2021, 9, 10), datetime.date(2021, 9, 12))",2021-09-10,2021-09-12
2021,SEP. 8-12,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,46%,52%,48%,46%,SEP. 8-12 2021,"(datetime.date(2021, 9, 8), datetime.date(2021, 9, 12))",2021-09-08,2021-09-12
2021,SEP. 10-11,RMG Research,B-,1200,RV,0.67,47%,48%,46%,49%,SEP. 10-11 2021,"(datetime.date(2021, 9, 10), datetime.date(2021, 9, 11))",2021-09-10,2021-09-11
2021,SEP. 10-11,HarrisX,B+,958,RV,0.76,47%,44%,43%,45%,SEP. 10-11 2021,"(datetime.date(2021, 9, 10), datetime.date(2021, 9, 11))",2021-09-10,2021-09-11
2021,SEP. 8-11,Morning Consult,B,2200,A,0.04,47%,48%,46%,51%,SEP. 8-11 2021,"(datetime.date(2021, 9, 8), datetime.date(2021, 9, 11))",2021-09-08,2021-09-11
2021,SEP. 8-9,Ipsos,B-,1005,A,0.65,47%,46%,46%,47%,SEP. 8-9 2021,"(datetime.date(2021, 9, 8), datetime.date(2021, 9, 9))",2021-09-08,2021-09-09
2021,SEP. 8-9,HarrisX,B+,1803,RV,1.39,55%,45%,51%,46%,SEP. 8-9 2021,"(datetime.date(2021, 9, 8), datetime.date(2021, 9, 9))",2021-09-08,2021-09-09
2021,SEP. 8-9,Trafalgar Group,A-,1086,LV,1.73,44%,54%,46%,51%,SEP. 8-9 2021,"(datetime.date(2021, 9, 8), datetime.date(2021, 9, 9))",2021-09-08,2021-09-09
2021,SEP. 6-9,YouGov,B+,2011,A,0.93,50%,50%,51%,51%,SEP. 6-9 2021,"(datetime.date(2021, 9, 6), datetime.date(2021, 9, 9))",2021-09-06,2021-09-09
2021,SEP. 7-8,Echelon Insights,B/C,1000,A,1.04,48%,46%,47%,46%,SEP. 7-8 2021,"(datetime.date(2021, 9, 7), datetime.date(2021, 9, 8))",2021-09-07,2021-09-08
2021,SEP. 4-8,The Winston Group,A/B,1000,RV,1.62,46%,44%,45%,47%,SEP. 4-8 2021,"(datetime.date(2021, 9, 4), datetime.date(2021, 9, 8))",2021-09-04,2021-09-08
2021,SEP. 1-8,Public Opinion Strategies,A-,800,RV,1.39,48%,50%,47%,50%,SEP. 1-8 2021,"(datetime.date(2021, 9, 1), datetime.date(2021, 9, 8))",2021-09-01,2021-09-08
2021,SEP. 5-7,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,46%,53%,48%,47%,SEP. 5-7 2021,"(datetime.date(2021, 9, 5), datetime.date(2021, 9, 7))",2021-09-05,2021-09-07
2021,SEP. 4-7,YouGov,B+,1500,A,0.72,39%,50%,40%,51%,SEP. 4-7 2021,"(datetime.date(2021, 9, 4), datetime.date(2021, 9, 7))",2021-09-04,2021-09-07
2021,SEP. 1-7,Morning Consult,B,45000,A,0.98,46%,45%,45%,48%,SEP. 1-7 2021,"(datetime.date(2021, 9, 1), datetime.date(2021, 9, 7))",2021-09-01,2021-09-07
2021,AUG. 3-SEP. 7,SSRS,C,2119,A,1.24,52%,48%,51%,48%,AUG. 3-SEP. 7 2021,"(datetime.date(2021, 8, 3), datetime.date(2021, 9, 7))",2021-08-03,2021-09-07
2021,SEP. 2-6,Morning Consult,B,2200,A,0.03,48%,46%,47%,49%,SEP. 2-6 2021,"(datetime.date(2021, 9, 2), datetime.date(2021, 9, 6))",2021-09-02,2021-09-06
2021,SEP. 2-6,Morning Consult,B,2200,A,0.03,50%,44%,49%,47%,SEP. 2-6 2021,"(datetime.date(2021, 9, 2), datetime.date(2021, 9, 6))",2021-09-02,2021-09-06
2021,SEP. 4-5,Redfield & Wilton Strategies,B/C,1500,RV,1.08,46%,36%,48%,41%,SEP. 4-5 2021,"(datetime.date(2021, 9, 4), datetime.date(2021, 9, 5))",2021-09-04,2021-09-05
2021,SEP. 2-5,RMG Research,B-,1200,RV,0.79,42%,52%,41%,53%,SEP. 2-5 2021,"(datetime.date(2021, 9, 2), datetime.date(2021, 9, 5))",2021-09-02,2021-09-05
2021,SEP. 1-3,TIPP Insights,A+,1305,A,2.42,44%,43%,45%,48%,SEP. 1-3 2021,"(datetime.date(2021, 9, 1), datetime.date(2021, 9, 3))",2021-09-01,2021-09-03
2021,SEP. 1-2,Ipsos,B-,1005,A,0.58,46%,48%,45%,50%,SEP. 1-2 2021,"(datetime.date(2021, 9, 1), datetime.date(2021, 9, 2))",2021-09-01,2021-09-02
2021,AUG. 31-SEP. 2,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.62,44%,54%,46%,48%,AUG. 31-SEP. 2 2021,"(datetime.date(2021, 8, 31), datetime.date(2021, 9, 2))",2021-08-31,2021-09-02
2021,AUG. 30-SEP. 2,Morning Consult,B,2200,A,0.03,49%,46%,48%,49%,AUG. 30-SEP. 2 2021,"(datetime.date(2021, 8, 30), datetime.date(2021, 9, 2))",2021-08-30,2021-09-02
2021,AUG. 30-SEP. 2,Change Research,B-,1775,RV,1.46,46%,54%,46%,52%,AUG. 30-SEP. 2 2021,"(datetime.date(2021, 8, 30), datetime.date(2021, 9, 2))",2021-08-30,2021-09-02
2021,AUG. 17-SEP. 2,Morning Consult,B,7988,RV,0.13,49%,48%,48%,51%,AUG. 17-SEP. 2 2021,"(datetime.date(2021, 8, 17), datetime.date(2021, 9, 2))",2021-08-17,2021-09-02
2021,AUG. 30-SEP. 1,YouGov,B+,1605,A,0.79,44%,49%,45%,50%,AUG. 30-SEP. 1 2021,"(datetime.date(2021, 8, 30), datetime.date(2021, 9, 1))",2021-08-30,2021-09-01
2021,AUG. 30-SEP. 1,Emerson College,A-,1200,RV,1.85,46%,47%,46%,48%,AUG. 30-SEP. 1 2021,"(datetime.date(2021, 8, 30), datetime.date(2021, 9, 1))",2021-08-30,2021-09-01
2021,AUG. 29-SEP. 1,ABC News/The Washington Post,A+,1006,A,1.99,44%,51%,45%,50%,AUG. 29-SEP. 1 2021,"(datetime.date(2021, 8, 29), datetime.date(2021, 9, 1))",2021-08-29,2021-09-01
2021,AUG. 28-31,YouGov,B+,1500,A,0.75,45%,44%,46%,45%,AUG. 28-31 2021,"(datetime.date(2021, 8, 28), datetime.date(2021, 8, 31))",2021-08-28,2021-08-31
2021,AUG. 26-31,Marist College,A,1241,A,2.08,43%,51%,44%,51%,AUG. 26-31 2021,"(datetime.date(2021, 8, 26), datetime.date(2021, 8, 31))",2021-08-26,2021-08-31
2021,AUG. 25-31,Morning Consult,B,45000,A,1.01,48%,44%,47%,47%,AUG. 25-31 2021,"(datetime.date(2021, 8, 25), datetime.date(2021, 8, 31))",2021-08-25,2021-08-31
2021,AUG. 28-30,Morning Consult,B,1997,RV,0.03,47%,49%,46%,52%,AUG. 28-30 2021,"(datetime.date(2021, 8, 28), datetime.date(2021, 8, 30))",2021-08-28,2021-08-30
2021,AUG. 27-30,Léger,B/C,1004,A,0.88,48%,49%,48%,49%,AUG. 27-30 2021,"(datetime.date(2021, 8, 27), datetime.date(2021, 8, 30))",2021-08-27,2021-08-30
2021,AUG. 26-30,Navigator Research,B/C,1002,RV,0.83,47%,50%,46%,49%,AUG. 26-30 2021,"(datetime.date(2021, 8, 26), datetime.date(2021, 8, 30))",2021-08-26,2021-08-30
2021,AUG. 26-30,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,44%,54%,46%,48%,AUG. 26-30 2021,"(datetime.date(2021, 8, 26), datetime.date(2021, 8, 30))",2021-08-26,2021-08-30
2021,AUG. 24-29,Morning Consult,B,2200,A,0.03,48%,45%,47%,48%,AUG. 24-29 2021,"(datetime.date(2021, 8, 24), datetime.date(2021, 8, 29))",2021-08-24,2021-08-29
2021,AUG. 25-28,Morning Consult,B,2200,A,0.03,53%,44%,52%,47%,AUG. 25-28 2021,"(datetime.date(2021, 8, 25), datetime.date(2021, 8, 28))",2021-08-25,2021-08-28
2021,AUG. 25-26,Ipsos,B-,1006,A,0.47,49%,46%,48%,47%,AUG. 25-26 2021,"(datetime.date(2021, 8, 25), datetime.date(2021, 8, 26))",2021-08-25,2021-08-26
2021,AUG. 23-25,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.78,44%,55%,46%,49%,AUG. 23-25 2021,"(datetime.date(2021, 8, 23), datetime.date(2021, 8, 25))",2021-08-23,2021-08-25
2021,AUG. 21-25,Morning Consult,B,2200,A,0.04,51%,44%,50%,47%,AUG. 21-25 2021,"(datetime.date(2021, 8, 21), datetime.date(2021, 8, 25))",2021-08-21,2021-08-25
2021,AUG. 21-24,Morning Consult,B,2200,A,0.04,52%,43%,51%,46%,AUG. 21-24 2021,"(datetime.date(2021, 8, 21), datetime.date(2021, 8, 24))",2021-08-21,2021-08-24
2021,AUG. 21-24,Morning Consult,B,1996,RV,0.03,50%,48%,49%,51%,AUG. 21-24 2021,"(datetime.date(2021, 8, 21), datetime.date(2021, 8, 24))",2021-08-21,2021-08-24
2021,AUG. 21-24,YouGov,B+,1500,A,0.72,46%,44%,47%,45%,AUG. 21-24 2021,"(datetime.date(2021, 8, 21), datetime.date(2021, 8, 24))",2021-08-21,2021-08-24
2021,AUG. 18-24,Morning Consult,B,45000,A,0.78,49%,43%,48%,46%,AUG. 18-24 2021,"(datetime.date(2021, 8, 18), datetime.date(2021, 8, 24))",2021-08-18,2021-08-24
2021,AUG. 18-24,Cor Services,,618,LV,0.66,40%,50%,42%,49%,AUG. 18-24 2021,"(datetime.date(2021, 8, 18), datetime.date(2021, 8, 24))",2021-08-18,2021-08-24
2021,AUG. 19-23,Morning Consult,B,2200,A,0.04,52%,43%,51%,46%,AUG. 19-23 2021,"(datetime.date(2021, 8, 19), datetime.date(2021, 8, 23))",2021-08-19,2021-08-23
2021,AUG. 19-23,Suffolk University,B+,1000,RV,1.56,41%,55%,43%,53%,AUG. 19-23 2021,"(datetime.date(2021, 8, 19), datetime.date(2021, 8, 23))",2021-08-19,2021-08-23
2021,AUG. 20-22,RMG Research,B-,1200,RV,1.09,46%,46%,45%,47%,AUG. 20-22 2021,"(datetime.date(2021, 8, 20), datetime.date(2021, 8, 22))",2021-08-20,2021-08-22
2021,AUG. 20-22,HarrisX,B+,2846,RV,1.8,49%,43%,45%,44%,AUG. 20-22 2021,"(datetime.date(2021, 8, 20), datetime.date(2021, 8, 22))",2021-08-20,2021-08-22
2021,AUG. 19-22,Morning Consult,B,2201,A,0.04,51%,45%,50%,48%,AUG. 19-22 2021,"(datetime.date(2021, 8, 19), datetime.date(2021, 8, 22))",2021-08-19,2021-08-22
2021,AUG. 18-22,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,46%,53%,48%,47%,AUG. 18-22 2021,"(datetime.date(2021, 8, 18), datetime.date(2021, 8, 22))",2021-08-18,2021-08-22
2021,AUG. 18-20,YouGov,B+,2142,A,1.0,50%,50%,51%,51%,AUG. 18-20 2021,"(datetime.date(2021, 8, 18), datetime.date(2021, 8, 20))",2021-08-18,2021-08-20
2021,AUG. 17-20,American Research Group,C+,1100,A,1.11,49%,46%,47%,48%,AUG. 17-20 2021,"(datetime.date(2021, 8, 17), datetime.date(2021, 8, 20))",2021-08-17,2021-08-20
2021,AUG. 18-19,Ipsos,B-,1002,A,0.29,46%,49%,45%,50%,AUG. 18-19 2021,"(datetime.date(2021, 8, 18), datetime.date(2021, 8, 19))",2021-08-18,2021-08-19
2021,AUG. 16-19,Morning Consult,B,1999,RV,0.03,50%,47%,49%,50%,AUG. 16-19 2021,"(datetime.date(2021, 8, 16), datetime.date(2021, 8, 19))",2021-08-16,2021-08-19
2021,AUG. 13-19,Ipsos,B-,4427,A,1.14,50%,44%,49%,45%,AUG. 13-19 2021,"(datetime.date(2021, 8, 13), datetime.date(2021, 8, 19))",2021-08-13,2021-08-19
2021,AUG. 17-18,SurveyMonkey,C,1066,A,0.98,47%,45%,46%,45%,AUG. 17-18 2021,"(datetime.date(2021, 8, 17), datetime.date(2021, 8, 18))",2021-08-17,2021-08-18
2021,AUG. 16-18,YouGov,B+,1649,A,0.76,47%,46%,48%,47%,AUG. 16-18 2021,"(datetime.date(2021, 8, 16), datetime.date(2021, 8, 18))",2021-08-16,2021-08-18
2021,AUG. 13-18,Echelon Insights,B/C,1016,RV,1.17,52%,46%,51%,46%,AUG. 13-18 2021,"(datetime.date(2021, 8, 13), datetime.date(2021, 8, 18))",2021-08-13,2021-08-18
2021,AUG. 12-18,Susquehanna Polling & Research,B+,800,LV,1.29,49%,45%,50%,45%,AUG. 12-18 2021,"(datetime.date(2021, 8, 12), datetime.date(2021, 8, 18))",2021-08-12,2021-08-18
2021,AUG. 15-17,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,46%,54%,48%,48%,AUG. 15-17 2021,"(datetime.date(2021, 8, 15), datetime.date(2021, 8, 17))",2021-08-15,2021-08-17
2021,AUG. 14-17,Hart Research Associates/Public Opinion Strategies,B+,1000,A,1.41,49%,48%,50%,48%,AUG. 14-17 2021,"(datetime.date(2021, 8, 14), datetime.date(2021, 8, 17))",2021-08-14,2021-08-17
2021,AUG. 14-17,YouGov,B+,1500,A,0.71,44%,44%,45%,45%,AUG. 14-17 2021,"(datetime.date(2021, 8, 14), datetime.date(2021, 8, 17))",2021-08-14,2021-08-17
2021,AUG. 11-17,Morning Consult,B,45000,A,1.15,52%,40%,51%,43%,AUG. 11-17 2021,"(datetime.date(2021, 8, 11), datetime.date(2021, 8, 17))",2021-08-11,2021-08-17
2021,AUG. 2-17,Gallup,B+,1006,A,1.51,49%,48%,49%,47%,AUG. 2-17 2021,"(datetime.date(2021, 8, 2), datetime.date(2021, 8, 17))",2021-08-02,2021-08-17
,08/16/2022,Ipsos,B-,947,A,0.24,46%,47%,45%,48%,,"('', '')",,
,08/16/2022,John Zogby Strategies,B/C,956,A,1.2,52%,42%,50%,43%,,"('', '')",,
2021,AUG. 13-16,Morning Consult,B,2200,A,0.04,54%,40%,53%,43%,AUG. 13-16 2021,"(datetime.date(2021, 8, 13), datetime.date(2021, 8, 16))",2021-08-13,2021-08-16
2021,AUG. 13-16,Morning Consult,B,1999,RV,0.04,51%,46%,50%,49%,AUG. 13-16 2021,"(datetime.date(2021, 8, 13), datetime.date(2021, 8, 16))",2021-08-13,2021-08-16
2021,AUG. 12-16,Morning Consult,B,2200,A,0.04,54%,42%,53%,45%,AUG. 12-16 2021,"(datetime.date(2021, 8, 12), datetime.date(2021, 8, 16))",2021-08-12,2021-08-16
2021,AUG. 12-16,AP-NORC,,1729,A,1.87,54%,46%,51%,46%,AUG. 12-16 2021,"(datetime.date(2021, 8, 12), datetime.date(2021, 8, 16))",2021-08-12,2021-08-16
2021,AUG. 12-16,Navigator Research,B/C,1001,RV,0.83,50%,46%,49%,45%,AUG. 12-16 2021,"(datetime.date(2021, 8, 12), datetime.date(2021, 8, 16))",2021-08-12,2021-08-16
2021,AUG. 13-15,Léger,B/C,1005,A,0.88,51%,47%,51%,47%,AUG. 13-15 2021,"(datetime.date(2021, 8, 13), datetime.date(2021, 8, 15))",2021-08-13,2021-08-15
2021,AUG. 13-15,Ipsos,B-,1198,A,0.32,53%,41%,52%,42%,AUG. 13-15 2021,"(datetime.date(2021, 8, 13), datetime.date(2021, 8, 15))",2021-08-13,2021-08-15
