YEAR,DATES,POLLSTER,GRADE,SAMPLE,,WEIGHT,APPROVE,DISAPPROVE,ADJUSTED_APPROVE,ADJUSTED_DISAPPROVE
2021,JAN. 21-FEB. 2,Gallup,B+,906,A,1.31,57%,37%,57%,36%
2021,JAN. 29-FEB. 1,Morning Consult,B,1986,RV,0.06,58%,35%,57%,38%
2021,JAN. 29-FEB. 1,Morning Consult,B,2200,A,0.07,57%,33%,56%,36%
2021,JAN. 28-FEB. 1,AP-NORC,,1055,A,1.43,61%,38%,58%,38%
2021,JAN. 28-FEB. 1,Quinnipiac University,A-,1075,A,1.53,49%,36%,52%,36%
2021,JAN. 27-FEB. 1,Navigator Research,B/C,1005,RV,0.92,53%,39%,52%,38%
2021,JAN. 29-31,Morning Consult,B,15000,A,0.39,54%,33%,53%,36%
2021,JAN. 28-30,RMG Research,B-,1200,RV,0.74,58%,35%,57%,36%
,01/29/2022,John Zogby Strategies,B/C,841,LV,1.12,56%,36%,55%,37%
2021,JAN. 28-29,HarrisX,B+,945,RV,0.9,61%,39%,57%,40%
2021,JAN. 27-29,TIPP Insights,A+,1261,A,2.36,53%,29%,54%,34%
2021,JAN. 27-28,Morning Consult,B,2200,A,0.07,56%,33%,55%,36%
2021,JAN. 26-28,Morning Consult,B,9211,A,0.46,55%,32%,54%,35%
2021,JAN. 26-28,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.74,50%,45%,52%,39%
2021,JAN. 24-27,Marist College,A,1313,A,2.19,49%,35%,50%,35%
2021,JAN. 25-26,Morning Consult,B,2200,A,0.08,58%,32%,57%,35%
2021,JAN. 24-26,YouGov,B+,1500,A,1.08,51%,33%,52%,34%
2021,JAN. 20-26,Echelon Insights,B/C,1006,RV,1.19,55%,33%,54%,33%
2021,JAN. 23-25,Morning Consult,B,15000,A,0.6,53%,30%,52%,33%
2021,JAN. 22-25,Data for Progress,B,1164,LV,1.46,57%,36%,56%,36%
2021,JAN. 22-25,Morning Consult,B,1990,RV,0.07,59%,32%,58%,35%
2021,JAN. 22-25,Morning Consult,B,2200,A,0.08,56%,32%,55%,35%
2021,JAN. 21-25,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,1.02,48%,47%,50%,41%
2021,JAN. 21-24,Monmouth University,A,809,A,1.53,54%,30%,55%,30%
2021,JAN. 21-23,RMG Research,B-,1200,RV,0.88,58%,32%,57%,33%
2021,JAN. 21-22,HarrisX,B+,941,RV,1.04,63%,37%,59%,38%
2021,JAN. 20-22,Morning Consult,B,15000,A,0.49,51%,28%,50%,31%
2021,JAN. 20-21,Ipsos,B-,1115,A,1.1,55%,32%,54%,33%
2021,JAN. 20-21,Morning Consult,B,1993,RV,0.09,56%,31%,55%,34%
2021,JAN. 20-21,YouGov,B+,1516,A,1.25,45%,28%,46%,29%
